id,title,author,rating,tags,volume,image,link
834,Texas Cinderella / The Texas CEO's Secret,Victoria Pade,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",390,https://cv4.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312745-nicole-foster-22050511-texas-cinderella-the-texas-ceo-s-secret.jpg,https://www.litres.ru/nicole-foster-22050511/texas-cinderella-the-texas-ceo-s-secret/
835,The Christmas Cradle,Linda Warren,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",260,https://cv4.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312740-linda-warren-22071231-the-christmas-cradle.jpg,https://www.litres.ru/linda-warren-22071231/the-christmas-cradle/
836,Unlacing the Innocent Miss,Margaret McPhee,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература']",280,https://cv3.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312735-margaret-mcphee-21067046-unlacing-the-innocent-miss.jpg,https://www.litres.ru/margaret-mcphee-21067046/unlacing-the-innocent-miss/
837,His Innocent Temptress,Kasey Michaels,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",260,https://cv2.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312725-kasey-michaels-his-innocent-temptress.jpg,https://www.litres.ru/kasey-michaels/his-innocent-temptress/
838,The Lord and the Wayward Lady,Louise Allen,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература']",280,https://cv1.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312715-louise-allen-the-lord-and-the-wayward-lady-63312715.jpg,https://www.litres.ru/louise-allen/the-lord-and-the-wayward-lady-63312715/
839,The Viscount and the Virgin,Annie Burrows,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература']",280,https://cv0.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312705-annie-burrows-21066854-the-viscount-and-the-virgin.jpg,https://www.litres.ru/annie-burrows-21066854/the-viscount-and-the-virgin/
840,"A Laramie, Texas Christmas",Cathy Gillen Thacker,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",230,https://cv0.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312700-cathy-gillen-thacker-a-laramie-texas-christmas.jpg,https://www.litres.ru/cathy-gillen-thacker/a-laramie-texas-christmas/
841,The Ultimate Texas Bachelor,Cathy Gillen Thacker,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",240,https://cv9.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312695-cathy-gillen-thacker-the-ultimate-texas-bachelor.jpg,https://www.litres.ru/cathy-gillen-thacker/the-ultimate-texas-bachelor/
842,Desiring the Reilly Brothers,Maureen Child,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",400,https://cv7.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312675-maureen-child-desiring-the-reilly-brothers.jpg,https://www.litres.ru/maureen-child/desiring-the-reilly-brothers/
843,Taken By The Maverick Millionaire,Anna Cleary,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература']",210,https://cv3.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312630-anna-cleary-21067918-taken-by-the-maverick-millionaire.jpg,https://www.litres.ru/anna-cleary-21067918/taken-by-the-maverick-millionaire/
844,Devil in a Dark Blue Suit,Robyn Grady,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература']",170,https://cv1.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312615-robyn-grady-devil-in-a-dark-blue-suit-63312615.jpg,https://www.litres.ru/robyn-grady/devil-in-a-dark-blue-suit-63312615/
845,The Marriage Recipe,Michele Dunaway,0,"['Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика', 'Юмористическое фэнтези']",200,https://cv0.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312600-michele-dunaway-22059207-the-marriage-recipe.jpg,https://www.litres.ru/michele-dunaway-22059207/the-marriage-recipe/
846,Exposed: Misbehaving with the Magnate,Kelly Hunter,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература']",170,https://cv5.litres.ru/pub/c/elektronnaya-kniga/cover_415/63312550-kelly-hunter-exposed-misbehaving-with-the-magnate-63312550.jpg,https://www.litres.ru/kelly-hunter/exposed-misbehaving-with-the-magnate-63312550/
